,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
3231,9784036508402,308,グリム童話集,グリム童話集（,１,グリム童話集,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,ヤーコプ・グリム,偕成社文庫
2546,9784834018264,308,グリムの昔話,グリム童話集（,２,グリムの昔話,児童書,児童文庫,児童文庫,福音館文庫,福音館書店,グリム兄弟,福音館文庫
1870,9784046317643,309,ギリシア神話　知っておきたい！神様たちの物語,ギリシア神話　,,ギリシア神話　知っておきたい！神様たちの物語,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,加藤綾子,角川つばさ文庫
2775,9784062852289,309,ギリシア神話＜新装版＞　オリンポスの神々,ギリシア神話　,,ギリシア神話＜新装版＞　オリンポスの神々,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,遠藤寛子,講談社青い鳥文庫
3947,9784083210938,309,ギリシア神話　ふしぎな世界の神様たち,ギリシア神話　,,ギリシア神話　ふしぎな世界の神様たち,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,小沢章友,集英社みらい文庫
2335,9784036504305,309,ギリシア神話,ギリシア神話　,,ギリシア神話,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,高津春繁,偕成社文庫
2493,9784001145502,310,北欧神話,神話,,北欧神話,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,Ｐ．コラム,岩波少年文庫
1639,9784001142532,310,インド神話,神話,,インド神話,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,沖田瑞穂,岩波少年文庫
605,9784046319975,311,世界ノ怖イ話　背筋も凍る、悪夢の物語,,１,世界ノ怖イ話　背筋も凍る、悪夢の物語,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳沢有紀夫,角川つばさ文庫
4258,9784035511502,312,むらさきいろの童話集　ラング世界童話全集１０＜改訂版＞,いろの童話集　ラング世界童話全集＜改訂版＞１,,むらさきいろの童話集　ラング世界童話全集１０＜改訂版＞,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,アンドルー・ラング,偕成社文庫
