,JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM,SERIESNM_shoshi,SERIESNM_sikiriban,SERIESNM_sosho,SERIESNM_sublabel,seriesnm_candidate_shoshi,seriesnm_candidate_sikiriban,seriesnm_candidate_sosho,seriesnm_candidate_sublabel
74,9784052056437,５分後に意外な結末ｅｘ　亜麻色の糸で紡がれた物語,,1076,16,41,5,22,書籍,児童書,読み物,読み物,５分後に意外な結末シリーズ,桃戸ハル,5,学研プラス,43363323,５分後に意外な結末ｅｘ　亜麻色の糸で紡がれた物語,「５分後に意外な結末」シリーズ,20221215,6230,５分後に意外な結末,,５分後に意外な結末,５分後に意外な結末,５分後に意外な結末,５分後に意外な結末,５分後に意外な結末ｅｘ,５分後に意外な結末,「５分後に意外な結末」シリーズ,５分後に意外な結末
75,9784756253842,きみも運転手になれる！　パノラマずかん　運転席,,1076,16,15,1,21,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,宮本えつよし,7562,パイインターナショナル,43365386,きみも運転手になれる！　パノラマずかん　運転席,,20221124,1390,,,,,,,うごかす！めくる！,手指をつかうしかけがいっぱい！,,
76,9784099425203,タッチペンでいっぱいあそべる！まいにちのことばずかん１５００　英語つき,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,小学館辞典編集部,9,小学館,43377756,タッチペンでいっぱいあそべる！まいにちのことばずかん１５００　英語つき,［バラエティ］,20221205,5082,,,,,,,ドラえもん ちずかん,どうぶつ絵本,ポケットモンスター_コミュニティー絵本,
77,9784097252078,かぼちゃスープのおふろ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,柴田ケイコ,9,小学館,43379656,かぼちゃスープのおふろ,,20221118,2132,,,,,,,あかちゃんえほん,どうぶつ絵本,,
78,9784053055903,ドラゴンドリル　小４漢字のまき　どんどん進めたくなる！めざせ！小４の漢字マスター,,1076,19,5,1,11,書籍,学習参考書,小学ドリル,小学ドリル,学研毎日のドリル,Ｇａｋｋｅｎ,5,学研プラス,43388662,ドラゴンドリル　小４漢字のまき　どんどん進めたくなる！めざせ！小４の漢字マスター,,20230224,1190,ドラゴンドリル,,ドラゴンドリル,毎日のドリル,,ドラゴンドリル,ドラゴンドリル,学研毎日のドリル,,ドラゴンドリル
79,9784265820658,ほねほねザウルス　パーフェクト図鑑,,1076,16,41,5,13,書籍,児童書,読み物,読み物,ほねほねザウルスシリーズ,カバヤ食品,265,岩崎書店,43370950,ほねほねザウルス　パーフェクト図鑑,,20221117,3027,ほねほねザウルス,,ほねほねザウルス,ほねほねザウルス,,ほねほねザウルス,ほねほねザウルス,ほねほねザウルス,,ほねほねザウルス
80,9784046060778,関正生の英文法ポラリス　基礎レベル０,,1076,19,31,5,21,書籍,学習参考書,高校学参,英語,英文法・語法,関正生,4,ＫＡＤＯＫＡＷＡ,43387488,関正生の英文法ポラリス　基礎レベル０,大学入試問題集,20230217,1466,,,,,大学入試問題集,,らくがき☆ポリス,,大学入試問題集ゴールデンルート,
81,9784092592124,ドラえもん探究ワールド　縄文も古墳も！　びっくり先史時代,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄,9,小学館,43395443,ドラえもん探究ワールド　縄文も古墳も！　びっくり先史時代,ビッグ・コロタン,20230228,2657,ビッグ･コロタン,,ドラえもん,ドラえもん,,,ドラえもん_アニメ超ひゃっか,ドラえもんの学習シリ－ズ,ビッグコロタン,ビッグコロタン
82,9784265081912,ごみしゅうしゅうしゃの　ぽいすけくん,,1076,16,7,1,97,書籍,児童書,絵本,国内絵本,３才〜国内絵本,正高もとこ,265,岩崎書店,43390535,ごみしゅうしゅうしゃの　ぽいすけくん,えほんのぼうけん,20230217,1683,,,,,えほんのぼうけん,,すがたをかえる　たべものしゃしんえほん,母と子の絵本,えほんのぼうけん,
83,9784065295922,がっこうのおばけずかん　おちこくさま,,1076,16,41,5,41,書籍,児童書,読み物,読み物,おばけ・こわい話,斉藤洋,6,講談社,43395439,がっこうのおばけずかん　おちこくさま,どうわがいっぱい,20230330,3117,,,がっこうのおばけずかん,,,,がっこうのおばけずかん,おばけずかんアニメえほん,ゆずのどうぶつカルテ,
84,9784591175125,新装版　のりものえあわせ　ぴったりカード,,1076,16,91,1,3,書籍,児童書,グッズ,グッズ,知育カード,わらべきみか,591,ポプラ社,43365879,新装版　のりものえあわせ　ぴったりカード,,20221005,1381,単行本,,,,,,てのひらのりものえほん,音のでる・知育絵本,,
85,9784046322227,おもしろい話、集めました。Ｎ,,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,藤ダリオ,4,ＫＡＤＯＫＡＷＡ,43387443,おもしろい話、集めました。Ｎ,,20230208,1794,,,おもしろい話、集めました。,,,,おもしろい話、集めました。,角川まんが学習シリーズ,,
86,9784813780830,どうか、キミの笑顔にもう一度会えますように。,,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,ゆいっと,8137,スターツ出版,43391597,どうか、キミの笑顔にもう一度会えますように。,野いちごジュニア文庫,20230220,1186,,,,,,,特等席はキミの隣。,,,
87,9784867163436,まじょねこマーニャ　まほうのゆびわ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,さかいさちえ,86716,マイクロマガジン社,43360949,まじょねこマーニャ　まほうのゆびわ,,20221005,1696,,,,,,,,,,
88,9784052056154,マンガ・クイズつき『桃太郎電鉄』で学ぶお金・経済のしくみ攻略,,1076,16,71,1,5,書籍,児童書,学習百科,学習百科,社会,正頭英和,5,学研プラス,43375602,マンガ・クイズつき『桃太郎電鉄』で学ぶお金・経済のしくみ攻略,,20221215,3301,,,,,,,学研のクイズ図鑑,,,
89,9784834086959,やぎさんのさんぽ,,1076,16,7,5,1,書籍,児童書,絵本,福音館書店,福音館書店,ｊｕｎｏ,8340,福音館書店,43385897,やぎさんのさんぽ,,20230203,1183,日本傑作絵本シリーズ,,,,,日本傑作絵本シリーズ,ブルーナのうたこさんのえほん,福音館あかちゃんの絵本,,日本傑作絵本シリーズ
90,9784065314166,ちいかわえほん　サク　モグ　ごくん,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ナガノ,6,講談社,43401908,ちいかわえほん　サク　モグ　ごくん,,20230421,1282,,,ちいかわ,,,,ちいかわ,キャラクタードリルシリーズ,,
91,9784834086966,どこ　どこ？　ねどこ,,1076,16,7,5,1,書籍,児童書,絵本,福音館書店,福音館書店,ｊｕｎｏ,8340,福音館書店,43385898,どこ　どこ？　ねどこ,,20230203,1095,日本傑作絵本シリーズ,,,,,日本傑作絵本シリーズ,かがくのとも傑作集　どきどきしぜん,福音館あかちゃんの絵本,,日本傑作絵本シリーズ
92,9784591175682,かいけつゾロリ　きょうりゅうママをすくえ！,,1076,16,41,5,11,書籍,児童書,読み物,読み物,かいけつゾロリシリーズ,原ゆたか,591,ポプラ社,43379327,かいけつゾロリ　きょうりゅうママをすくえ！,かいけつゾロリシリーズ,20221207,14433,ポプラ社の新・小さな童話,,かいけつゾロリ,かいけつゾロリ,かいけつゾロリ,,かいけつゾロリ,かいけつゾロリ,かいけつゾロリ,ポプラ社のよみきかせ大型絵本
93,9784046321985,なりたいアナタにプロデュース。　あたしのスキは、キミにきめた！,３,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,浪速ゆう,4,ＫＡＤＯＫＡＷＡ,43310255,なりたいアナタにプロデュース。,角川つばさ文庫,20230112,1021,,,,,,,ブルーなあたしとピンクなぼく,角川まんが学習シリーズ,角川まんが学習シリーズ,
94,9784791631988,大迫力！日本の地獄大百科,,1076,16,61,1,91,書籍,児童書,実用百科,実用百科,その他実用百科,朝里樹,7916,西東社,43401927,大迫力！日本の地獄大百科,,20230320,1488,,,,,,,,,,
95,9784083217487,迷宮教室　裏切りの「友達処刑ゲーム」,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,あいはらしゅう,8,集英社,43366739,迷宮教室　裏切りの「友達処刑ゲーム」,集英社みらい文庫,20221028,1723,迷宮教室,,迷宮教室,,,迷宮教室,迷宮教室,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,迷宮教室
96,9784046322234,星のカービィ　刹那の見斬りで悪を断て！,,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,高瀬美恵,4,ＫＡＤＯＫＡＷＡ,43395346,星のカービィ　刹那の見斬りで悪を断て！,角川つばさ文庫,20230308,17749,,,星のカービィ,,,,星のカービィ,角川まんが学習シリーズ,角川まんが学習シリーズ,
97,9784083217524,生き残りゲーム　ラストサバイバル　かせぐが勝ちの学園生活！　サバイバルポイント,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,大久保開,8,集英社,43375619,生き残りゲーム　ラストサバイバル　かせぐが勝ちの学園生活！　サバイバルポイント,集英社みらい文庫,20221125,1804,ラストサバイバルシリーズ,,,,,,生き残りゲームラストサバイバル,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,生き残りゲームラストサバイバル
98,9784046322210,おもしろい話、集めました。Ｗ,,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,ひのひまり,4,ＫＡＤＯＫＡＷＡ,43383192,おもしろい話、集めました。Ｗ,角川つばさ文庫,20230112,2661,,,おもしろい話、集めました。,,,,おもしろい話、集めました。,角川まんが学習シリーズ,角川まんが学習シリーズ,
99,9784813780878,やばい、可愛すぎ。,,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,ちせ．,8137,スターツ出版,43399850,やばい、可愛すぎ。,野いちごジュニア文庫,20230320,1177,,,,,,,,,,
100,9784023322325,科学探偵　ｖｓ．超・自然現象（後）,,1076,16,41,5,21,書籍,児童書,読み物,読み物,高学年読み物,佐東みどり,2,朝日新聞出版,43392486,科学探偵　ｖｓ．超・自然現象,科学探偵謎野真実シリーズ,20230207,1995,科学探偵　謎野真実シリーズ,,,,科学探偵謎野真実シリーズ,,科学探偵謎野真実シリーズ,,科学探偵謎野真実シリーズ,科学探偵謎野真実シリーズ
101,9784065310205,都会－まち－のトム＆ソーヤ　トムｖｓ．ソーヤ,２０,1076,16,41,5,61,書籍,児童書,読み物,読み物,ＹＡ小説,はやみねかおる,6,講談社,40779377,都会－まち－のトム＆ソーヤ,ＹＡ！ＥＮＴＥＲＴＡＩＮＭＥＮＴ,20230330,1419,,,都会－まち－のトム＆ソーヤ,,,,都会－まち－のトム＆ソーヤ,小説午前０時、キスしに来てよ,ディズニー_ＦＩＮＤ　ＢＯＯＫ,
102,9784065306895,ひろがるスカイ！プリキュア　きせかえマグネットえほん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43393229,ひろがるスカイ！プリキュア　きせかえマグネットえほん,講談社ＭＯＯＫ,20230405,1249,,,プリキュア,,講談社ＭＯＯＫ,,プリキュア,講談社アニメ絵本,リカちゃん_講談社ＭＯＯＫ,
103,9784299036513,東大王からの挑戦！　めざせ子ども東大王　最強クイズ,,1076,16,61,1,11,書籍,児童書,実用百科,実用百科,クイズ・なぞなぞ,ＴＢＳテレビ「東大王」クイズ制作チーム,299,宝島社,43385234,東大王からの挑戦！　めざせ子ども東大王　最強クイズ,,20221212,2202,,,,,,,,,,
104,9784591175705,ミオととなりのマーメイド　つながる心でラストマジック！,１２,1076,16,41,5,51,書籍,児童書,読み物,読み物,ファンタジー,ミランダ・ジョーンズ,591,ポプラ社,43380020,ミオととなりのマーメイド　つながる心でラストマジック！,,20221207,2625,ミオととなりのマーメイド,,ミオととなりのマーメイド,,,ミオととなりのマーメイド,ミオととなりのマーメイド,ファンタジー超図鑑,,ミオととなりのマーメイド
105,9784591177280,歴史ゴーストバスターズ　おまもりのクシと二人のきずな,５,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,あさばみゆき,591,ポプラ社,43250741,歴史ゴーストバスターズ,ポプラキミノベル　創作,20230315,2124,ポプラキミノベル　創作,,歴史ゴーストバスターズ,,,,歴史ゴーストバスターズ,少年探偵・江戸川乱歩＜文庫版＞,ポプラ社のよみきかせ大型絵本,ポプラ社のよみきかせ大型絵本
