,JAN,SHOSINM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM,cid
4486,9784062854399,パスワード東京パズルデート　中学生編　風浜電子探偵団事件ノート２９,,パスワード東京パズルデート　中学生編　風浜電子探偵団事件ノート２９,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫,340
4487,9784046313959,いっしょにくらそ。　ホントのキモチをきかせてよ,３,いっしょにくらそ。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,飯田雪子,角川つばさ文庫,164
4488,9784062856201,アイドル・ことまり！　コイがつれてきた恋！？,１,アイドル・ことまり！,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,令丈ヒロ子,講談社青い鳥文庫,12
4489,9784061995932,ディズニープリンセス　まごころのメッセージ　美女と野獣～なぞのメッセージ～　プリンセスと魔法のキス～レストランへようこそ～,,ディズニープリンセス　まごころのメッセージ　美女と野獣～なぞのメッセージ～　プリンセスと魔法のキス～レストランへようこそ～,児童書,児童文庫,児童文庫,その他児童文庫,講談社,キティ・リチャーズ,講談社ＫＫ文庫,133
4490,9784062855327,海色のＡＮＧＥＬ　人魚伝説,２,海色のＡＮＧＥＬ,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,池田美代子,講談社青い鳥文庫,470
4491,9784083213021,はじめてのチョコレシピ　デコアイデアいっぱい！,,はじめてのチョコレシピ　デコアイデアいっぱい！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,明治,集英社みらい文庫,271
4492,9784046313645,プレイボール　ぼくらの野球チームを守れ！,２,プレイボール,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,山本純士,角川つばさ文庫,335
4493,9784323090450,もしかして初恋！？　ラブ・偏差値,,ラブ・偏差値もしかして初恋！？,児童書,児童文庫,児童文庫,フォア文庫,金の星社,斉藤栄美,フォア文庫,544
4494,9784591155967,まま父ロック,,まま父ロック,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,山中恒,ポプラポケット文庫,117
4495,9784092308923,お悩み解決！ズバッと同盟　長女ＶＳ妹、仁義なき戦い！？,,お悩み解決！ズバッと同盟　長女ＶＳ妹、仁義なき戦い！？,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,吉田桃子,小学館ジュニア文庫,152
4496,9784062206686,パイレーツ・オブ・カリビアン　最後の海賊　カリーナ・スミスの冒険,,パイレーツ・オブ・カリビアン　最後の海賊　カリーナ・スミスの冒険,児童書,児童文庫,児童文庫,その他児童文庫,講談社,メレディス・ルースー,ディズニーストーリーブック,422
4497,9784062855853,お嬢様探偵ありすの冒険,,お嬢様探偵ありすの冒険,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,藤野恵美,講談社青い鳥文庫,10
4498,9784046314925,アナと雪の女王　エルサと夏の魔法,,アナと雪の女王　エルサと夏の魔法,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,エリカ・デイビッド,角川つばさ文庫,345
4499,9784046313485,ナナマルサンバツ　きみもクイズ王にならないか！？,１,ナナマルサンバツ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,杉基イクラ,角川つばさ文庫,90
4500,9784863894761,バーティミアス　プトレマイオスの門（上）,７,バーティミアス　プトレマイオスの門,児童書,児童文庫,児童文庫,静山社ペガサス文庫,静山社,ジョナサン・ストラウド,静山社ペガサス文庫,273
4501,9784046315816,ちいさなプリンセスソフィア　ひみつのペンダント,,ちいさなプリンセスソフィア　ひみつのペンダント,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,加藤綾子,角川つばさ文庫,14
4502,9784092307292,ショコラの魔法～イスパハン薔薇の恋～,,ショコラの魔法～イスパハン薔薇の恋～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,穂積りく,小学館ジュニア文庫,126
4503,9784062850148,かわいくなりたい　泣いちゃいそうだよ６,,かわいくなりたい,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,小林深雪,講談社青い鳥文庫,302
4504,9784591155233,花里小吹奏楽部　キミとボクの協奏曲－コンチェルト－,,花里小吹奏楽部　キミとボクの協奏曲－コンチェルト－,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,夕貴そら,ポプラポケット文庫,434
4505,9784591137611,ブンダバー,３,ブンダバー,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,くぼしまりお,ポプラポケット文庫,468
4506,9784885691133,おはなしのろうそく,１４,おはなしのろうそく,児童書,児童文庫,児童文庫,その他児童文庫,東京子ども図書館,東京子ども図書館,,351
4507,9784591137635,歌に形はないけれど　初音ミクポケット,,歌に形はないけれど　初音ミクポケット,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,濱野京子,ポプラポケット文庫,227
4508,9784885691287,おはなしのろうそく,２９,おはなしのろうそく,児童書,児童文庫,児童文庫,その他児童文庫,東京子ども図書館,東京子ども図書館,,234
4509,9784652074114,王さまびっくり,,王さまびっくり,児童書,児童文庫,児童文庫,フォア文庫,理論社,寺村輝夫,,155
4510,9784061475137,シュバイツァー,,シュバイツァー,児童書,児童文庫,児童文庫,火の鳥文庫,講談社,山室静,講談社火の鳥伝記文庫,321
4511,9784591140673,超常現象Ｑの時間　謎のスカイパンプキンを追え！,１,超常現象Ｑの時間,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,九段まもる,ポプラポケット文庫,367
4512,9784863894785,バーティミアス　プトレマイオスの門（下）,９,バーティミアス　プトレマイオスの門,児童書,児童文庫,児童文庫,静山社ペガサス文庫,静山社,ジョナサン・ストラウド,静山社ペガサス文庫,25
4513,9784061996687,はじめてノベルズ　ちいさなプリンセス　ソフィア／友情ストーリー,,はじめてノベルズ　ちいさなプリンセス　ソフィア／友情ストーリー,児童書,児童文庫,児童文庫,その他児童文庫,講談社,駒田文子,講談社ＫＫ文庫,373
4514,9784065136447,ベイマックス　帰ってきたベイマックス　ディズニームービーブック,,ベイマックス　帰ってきたベイマックス　ディズニームービーブック,児童書,児童文庫,児童文庫,その他児童文庫,講談社,李正美,ディズニーストーリーブック,144
4515,9784062855471,海色のＡＮＧＥＬ　秘密,３,海色のＡＮＧＥＬ,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,池田美代子,講談社青い鳥文庫,339
4516,9784001145977,フランバーズ屋敷の人びと＜新版＞　愛の旅だち,１,フランバーズ屋敷の人びと,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,キャサリン・Ｍ．ペイトン,岩波少年文庫,259
4517,9784035504306,ひめゆりの少女たち,,ひめゆりの少女たち,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,那須田稔,偕成社文庫,407
4518,9784061475809,諸葛孔明,,諸葛孔明,児童書,児童文庫,児童文庫,火の鳥文庫,講談社,桜井信夫,講談社火の鳥伝記文庫,339
4519,9784046316509,トツゲキ！？地獄ちゃんねる　スクープいただいちゃいます！,,トツゲキ！？地獄ちゃんねる　スクープいただいちゃいます！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫,463
4520,9784038501708,コタンの口笛　第１部　あらしの歌　上,,コタンの口笛　第１部,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,石森延男,偕成社文庫,309
4521,9784323090924,魔界屋崩壊！最後の戦い　魔界屋リリー２０,,魔界屋崩壊！最後の戦い　魔界屋リリー２０,児童書,児童文庫,児童文庫,フォア文庫,金の星社,高山栄子,フォア文庫,277
4522,9784265063826,悪夢のドールショップ　マジカル少女レイナ５,,マジカル少女レイナ　悪夢のドールショップ,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,石崎洋司,フォア文庫,42
4523,9784591130674,魔法屋ポプル　時の魔女のダンスパーティー,,魔法屋ポプル　時の魔女のダンスパーティー,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,堀口勇太,ポプラポケット文庫,482
4524,9784591124871,にんタマ三人ぐみの　これぞにんじゃの大運動会だ！？　らんたろう２ｉｎ１,,にんタマ三人ぐみの　これぞにんじゃの大運動会だ！？　らんたろう２ｉｎ１,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,尼子騒兵衛,ポプラポケット文庫,497
4525,9784061473911,長くつしたのピッピ,,長くつしたのピッピ,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,アストリッド・リンドグレーン,講談社青い鳥文庫,251
4526,9784092301214,サークル・オブ・マジック　魔法の学校,１,サークル・オブ・マジック,児童書,児童文庫,児童文庫,その他児童文庫,小学館,デブラ・ドイル,小学館ファンタジー文庫,243
4527,9784046387790,（仮）,,,児童書,児童文庫,児童文庫,未分類,ＫＡＤＯＫＡＷＡ,,,292
4528,9784036523306,エミリー　下,,エミリー,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,ルーシー・モード・モンゴメリ,偕成社文庫,140
4529,9784092308404,ＧＡＭＢＡ　ガンバと仲間たち,,ＧＡＭＢＡ　ガンバと仲間たち,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,時海結以,小学館ジュニア文庫,489
4530,9784061995819,アリス・イン・ワンダーランド～時間の旅～　ゲームブック　時間の問題,,アリス・イン・ワンダーランド～時間の旅～　ゲームブック　時間の問題,児童書,児童文庫,児童文庫,その他児童文庫,講談社,ジェームズ・ボビン,講談社ＫＫ文庫,189
4531,9784062204200,小説・七つの大罪－外伝－　七色の追憶,,小説・七つの大罪－外伝－　七色の追憶,児童書,児童文庫,児童文庫,その他児童文庫,講談社,松田朱夏,,220
4532,9784036525805,８１３　アルセーヌ・ルパン,,８１３　アルセーヌ・ルパン,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,モーリス・ルブラン,偕成社文庫,66
4533,9784591131060,いたずら人形チョロップ,,いたずら人形チョロップ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,たかどのほうこ,ポプラポケット文庫,416
4534,9784083211287,トリコ　超デカイぞう！リーガルマンモス,,トリコ　超デカイぞう！リーガルマンモス,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,村山功,集英社みらい文庫,64
4535,9784061486263,パスワード地下鉄ゲーム,,パスワード地下鉄ゲーム,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫,427
4536,9784069487750,トキメキ図書館セット（全１５巻セット）,,トキメキ図書館セット（全１５巻セット）,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,服部千春,講談社青い鳥文庫,134
4537,9784863894778,バーティミアス　プトレマイオスの門（中）,８,バーティミアス　プトレマイオスの門,児童書,児童文庫,児童文庫,静山社ペガサス文庫,静山社,ジョナサン・ストラウド,静山社ペガサス文庫,209
4538,9784046310545,ブレイブ・ストーリー　幻界－ヴィジョン－,２,ブレイブ・ストーリー,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宮部みゆき,角川つばさ文庫,453
4539,9784083210341,トム・ソーヤの冒険　宝さがしに出発だ！,,トム・ソーヤの冒険　宝さがしに出発だ！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,マーク・トウェイン,集英社みらい文庫,144
4540,9784494004867,鏡のうらがわレストラン,,鏡のうらがわレストラン,児童書,児童文庫,児童文庫,フォア文庫,童心社,怪談レストラン編集委員会,怪談レストラン,260
4541,9784265064243,伊能忠敬,,伊能忠敬,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,国松俊英,フォア文庫,245
4542,9784038501609,車輪の下,,車輪の下,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,ヘルマン・ヘッセ,偕成社文庫,379
4543,9784591088647,怪談,,怪談,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,小泉八雲,ポプラポケット文庫,167
4544,9784062198875,小説・進撃の巨人　反撃の狼煙,,小説・進撃の巨人　反撃の狼煙,児童書,児童文庫,児童文庫,その他児童文庫,講談社,松田朱夏,,318
4545,9784323091051,犬たちがくれた音　聴導犬誕生物語,,犬たちがくれた音　聴導犬誕生物語,児童書,児童文庫,児童文庫,フォア文庫,金の星社,高橋うらら,フォア文庫,284
4546,9784065137802,ＳＴＡＲ　ＷＡＲＳ　ハン・ソロ／スター・ウォーズ・ストーリー　最重要指名手配,,ＳＴＡＲ　ＷＡＲＳ　ハン・ソロ／スター・ウォーズ・ストーリー　最重要指名手配,児童書,児童文庫,児童文庫,その他児童文庫,講談社,レイ・カーソン,講談社ＫＫ文庫,259
4547,9784046315724,ここは妖怪おたすけ委員会　委員長は雑用係！？,２,ここは妖怪おたすけ委員会,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宮下恵茉,角川つばさ文庫,427
4548,9784083211645,シートンの動物記　野生の「いのち」、６つの物語,,シートンの動物記　野生の「いのち」、６つの物語,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,アーネスト・トンプソン・シートン,集英社みらい文庫,444
4549,9784591120804,魔法屋ポプル　あぶない使い魔と仮面の謎,,魔法屋ポプル　あぶない使い魔と仮面の謎,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,堀口勇太,ポプラポケット文庫,113
4550,9784083211119,日本の名作「こわい話」傑作集,,日本の名作「こわい話」傑作集,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,芥川龍之介,集英社みらい文庫,41
4551,9784591109052,オペラ座のバレリーナ,,オペラ座のバレリーナ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,ヒル,ポプラポケット文庫,124
4552,9784036526406,テラビシアにかける橋,,テラビシアにかける橋,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,キャサリン・パターソン,偕成社文庫,428
4553,9784591143018,お江戸の百太郎　黒い手の予告状,,お江戸の百太郎　黒い手の予告状,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,那須正幹,ポプラポケット文庫,183
4554,9784092307742,エリートジャック！！～めざせ、ミラクル大逆転！！～,,エリートジャック！！～めざせ、ミラクル大逆転！！～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,宮沢みゆき,小学館ジュニア文庫,42
4555,9784083212277,ひみつの図書館！　真夜中の『シンデレラ』！？,,ひみつの図書館！　真夜中の『シンデレラ』！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,神代明,集英社みらい文庫,249
4556,9784265063932,秘密のアイドル　マジカル少女レイナ７,,マジカル少女レイナ　秘密のアイドル,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,石崎洋司,フォア文庫,39
4557,9784591151655,お江戸の百太郎　乙松、宙に舞う,,お江戸の百太郎　乙松、宙に舞う,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,那須正幹,ポプラポケット文庫,528
4558,9784046310354,夢から醒めた夢,,夢から醒めた夢,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,赤川次郎,角川つばさ文庫,57
4559,9784083212765,少年シャーロックホームズ　名探偵、最大のピンチ！,,少年シャーロックホームズ　名探偵、最大のピンチ！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,時海結以,集英社みらい文庫,135
4560,9784265010486,ふた子の星,,ふた子の星,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,宮沢賢治,フォア文庫,76
4561,9784265063598,火をふく魔物　妖界ナビ・ルナ４,,火をふく魔物,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,池田美代子,フォア文庫,285
4562,9784092308152,エリートジャック！！　ミラクルチャンスをつかまえろ！！,,エリートジャック！！　ミラクルチャンスをつかまえろ！！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,宮沢みゆき,小学館ジュニア文庫,137
4563,9784885691102,おはなしのろうそく,１１,おはなしのろうそく,児童書,児童文庫,児童文庫,その他児童文庫,東京子ども図書館,東京子ども図書館,,215
4564,9784092307476,ドラマ　ドーリィ♪カノン　カノン誕生,,ドラマ　ドーリィ♪カノン　カノン誕生,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,北川亜矢子,小学館ジュニア文庫,293
4565,9784083212130,神さま、事件です！　音楽の先生はハチャメチャ神さま！？,,神さま、事件です！　音楽の先生はハチャメチャ神さま！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,森三月,集英社みらい文庫,269
4566,9784062854238,アラジンと魔法のランプ　新編アラビアンナイト,,アラジンと魔法のランプ　新編アラビアンナイト,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,川真田純子,講談社青い鳥文庫,302
4567,9784036508600,グリム童話集,３,グリム童話集,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,ヤーコプ・グリム,偕成社文庫,259
4568,9784035510208,日本のむかし話＜新版＞　こぶとりじいさんほか全１９編,５,日本のむかし話＜新版＞,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,坪田譲治,偕成社文庫,272
4569,9784092308602,バットマンＶＳスーパーマン　ジャスティスの誕生　クロスファイヤー　オリジナルノベル「エピソード０」,,バットマンＶＳスーパーマン　ジャスティスの誕生　クロスファイヤー　オリジナルノベル「エピソード０」,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,マイケル・コッグス,小学館ジュニア文庫,95
4570,9784591106983,直江兼続,,直江兼続,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,加来耕三,ポプラポケット文庫,66
4571,9784092307278,ナゾトキ姫と嘆きのしずく,,ナゾトキ姫と嘆きのしずく,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,澁谷正子,小学館ジュニア文庫,315
4572,9784812492680,ペリーヌ物語,,ペリーヌ物語,児童書,児童文庫,児童文庫,その他児童文庫,竹書房,エクトール・マロ,世界名作劇場ジュニアノベルシリーズ,136
4573,9784406026130,キツネのまいもん屋,,キツネのまいもん屋,児童書,児童文庫,児童文庫,その他児童文庫,新日本出版社,富安陽子,新日本ひまわり文庫,368
4574,9784591145098,魔女のテストでカバだらけ,,魔女のテストでカバだらけ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,田中成和,ポプラポケット文庫,330
4575,9784083212710,わたしがアイドルになれない理由！？,,わたしがアイドルになれない理由！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,野々村花,集英社みらい文庫,6
4576,9784834006346,いっすんぼうしの話,,いっすんぼうしの話,児童書,児童文庫,児童文庫,福音館文庫,福音館書店,レオポルド・ショ,福音館文庫,255
4577,9784882641957,あおパジャマくん,,あおパジャマくん,児童書,児童文庫,児童文庫,その他児童文庫,草炎社,やまだりかこ,そうえんしゃハッピィぶんこ,4
4578,9784092307971,キミは宙－そら－のすべて　君のためにできること,,キミは宙－そら－のすべて　君のためにできること,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,新倉なつき,小学館ジュニア文庫,493
4579,9784061475762,伊藤博文,,伊藤博文,児童書,児童文庫,児童文庫,火の鳥文庫,講談社,鶴見正夫,講談社火の鳥伝記文庫,399
4580,9784323090672,魔界屋炎上！最後の魔界能力　魔界屋リリー,,魔界屋炎上！最後の魔界能力　魔界屋リリー１０,児童書,児童文庫,児童文庫,フォア文庫,金の星社,高山栄子,フォア文庫,470
4581,9784265064618,魔界ハロウィン　マリア探偵社２１,,魔界ハロウィン　マリア探偵社２１,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,川北亮司,フォア文庫,31
4582,9784092307445,あやかし緋扇～夢幻のまほろば～,,あやかし緋扇～夢幻のまほろば～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,宮沢みゆき,小学館ジュニア文庫,171
4583,9784092308589,ヒミツの王子様☆　恋するアイドル！,,ヒミツの王子様☆　恋するアイドル！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,都築奈央,小学館ジュニア文庫,405
4584,9784061995994,ディズニープリンセス　いちばんすてきな日　塔の上のラプンツェル～忘れられない日～　シンデレラ～ネズミの失敗～,,ディズニープリンセス　いちばんすてきな日　塔の上のラプンツェル～忘れられない日～　シンデレラ～ネズミの失敗～,児童書,児童文庫,児童文庫,その他児童文庫,講談社,ヘレン・ペレルマン,講談社ＫＫ文庫,238
4585,9784265063918,果て遠き旅路　妖界ナビ・ルナ２－２,,果て遠き旅路　妖界ナビ・ルナ２－２,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,池田美代子,フォア文庫,540
4586,9784062201339,ジョージ・ルーカス「スター・ウォーズ」を作った男,,ジョージ・ルーカス「スター・ウォーズ」を作った男,児童書,児童文庫,児童文庫,その他児童文庫,講談社,グレース・ノーウィッチ,ディズニーストーリーブック,542
4587,9784092306042,きな子～見習い警察犬の物語～,,きな子～見習い警察犬の物語～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニアシネマ文庫,84
4588,9784038504303,次郎物語　第２部,,次郎物語　第２部,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,下村湖人,,275
4589,9784061475090,ライト兄弟,,ライト兄弟,児童書,児童文庫,児童文庫,火の鳥文庫,講談社,富塚清,講談社火の鳥伝記文庫,281
4590,9784062853361,天才犬ララ、危機一髪！？　秘密指令！　誘拐団をやっつけろ！！,,天才犬ララ、危機一髪！？　秘密指令！　誘拐団をやっつけろ！！,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,アンドリュー・コープ,講談社青い鳥文庫,392
4591,9784083211683,チョコタン！　おしゃべりワンコ登場！,,チョコタン！　おしゃべりワンコ登場！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,武内こずえ,集英社みらい文庫,346
4592,9784001141467,雨の動物園,,雨の動物園,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,舟崎克彦,岩波少年文庫,177
4593,9784046313522,ぼくと先輩のマジカル・ライフ,１,ぼくと先輩のマジカル・ライフ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,はやみねかおる,角川つばさ文庫,429
4594,9784092895713,泣けちゃう怪談　背すじが涼しくなる真夏の夜ばなし,２,泣けちゃう怪談,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,百瀬しのぶ,ちゃおノベルズ,247
4595,9784092895690,いじめ－残酷な放課後－,,いじめ－残酷な放課後－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,都築奈央,ちゃおノベルズ,140
4596,9784001145588,ロビン・フッドのゆかいな冒険,２,ロビン・フッドのゆかいな冒険,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,ハワード・パイル,岩波少年文庫５５８,187
4597,9784591083390,源義経,,源義経,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,西本鶏介,ポプラ社文庫,357
4598,9784323090825,アイドルと秘密のデート！？　ラブ・偏差値,,アイドルと秘密のデート！？　ラブ・偏差値,児童書,児童文庫,児童文庫,フォア文庫,金の星社,斉藤栄美,フォア文庫,33
4599,9784323090573,レンアイの法則　ラブ・偏差値,,ラブ・偏差値　レンアイの法則,児童書,児童文庫,児童文庫,フォア文庫,金の星社,斉藤栄美,フォア文庫,124
4600,9784652073858,ベロ出しチョンマ,,ベロ出しチョンマ,児童書,児童文庫,児童文庫,フォア文庫,理論社,斎藤隆介,フォア文庫愛蔵版,371
4601,9784591143803,ナゾカケ　初音ミクポケット＜図書館版＞,,ナゾカケ　初音ミクポケット＜図書館版＞,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,ひなた春花,,160
4602,9784083211973,新訳・吸血鬼ドラキュラ　女吸血鬼カーミラ,,新訳・吸血鬼ドラキュラ　女吸血鬼カーミラ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,ブラム・ストーカー,集英社みらい文庫,413
4603,9784265064922,井伊直虎　戦国時代をかけぬけた美少女城主,,井伊直虎　戦国時代をかけぬけた美少女城主,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,那須田淳,フォア文庫,248
4604,9784265064946,アンティークＦＵＧＡ　永遠なる者たち,６,アンティークＦＵＧＡ,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,あんびるやすこ,フォア文庫,183
4605,9784001145984,フランバーズ屋敷の人びと＜新版＞　雲のはて,２,フランバーズ屋敷の人びと,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,キャサリン・Ｍ．ペイトン,岩波少年文庫,74
4606,9784036504107,砂時計,,砂時計,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,岡野薫子,偕成社文庫,3
4607,9784046315885,幽霊屋敷と消えたオウム　見習い探偵ジュナの冒険,,幽霊屋敷と消えたオウム　見習い探偵ジュナの冒険,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,エラリー・クイーン,角川つばさ文庫,101
4608,9784001141092,カーディとお姫さまの物語,,カーディとお姫さまの物語,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,ジョージ・マクドナルド,岩波少年文庫,44
4609,9784046314390,アネモネ探偵団　香港式ミルクティーの謎,１,アネモネ探偵団,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,近藤史恵,角川つばさ文庫,409
4610,9784834019018,アライグマ博士と仲間たち,,アライグマ博士と仲間たち,児童書,児童文庫,児童文庫,福音館文庫,福音館書店,ベン・ル－シャン,福音館文庫,17
4611,9784885691225,おはなしのろうそく,２３,おはなしのろうそく,児童書,児童文庫,児童文庫,その他児童文庫,東京子ども図書館,東京子ども図書館,,418
4612,9784591104194,天才探偵Ｓｅｎ　オルゴール屋敷の罠,２,天才探偵Ｓｅｎ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,大崎梢,ポプラポケット文庫,515
4613,9784092308947,銀色☆フェアリーテイル　きみだけに贈る歌,２,銀色☆フェアリーテイル,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藍沢羽衣,小学館ジュニア文庫,2
4614,9784591094921,がんばれ！キミは盲導犬,,がんばれ！キミは盲導犬,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,長谷島妙子,ポプラポケット文庫,465
4615,9784092308480,九丁目の呪い花屋,,九丁目の呪い花屋,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,小川彗,小学館ジュニア文庫,93
4616,9784591091760,バレリーナの小さな恋,,バレリーナの小さな恋,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,ヒル,ポプラポケット文庫,173
4617,9784046314314,小公子セドリック,,小公子セドリック,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,フランシス・ホジソン・バーネット,角川つばさ文庫,355
4618,9784001120059,銀のスケート,,銀のスケート,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,メアリ・メ－プス・ドッジ,岩波少年文庫,355
4619,9784083876578,（仮）,,,児童書,児童文庫,児童文庫,未分類,集英社,,,164
4620,9784494017386,怪談・オウマガドキ学園＜図書館版＞　異界ツアーで体験学習,３０,怪談・オウマガドキ学園＜図書館版＞,児童書,児童文庫,児童文庫,フォア文庫,童心社,怪談オウマガドキ学園編集委員会,,179
4621,9784265064892,アンティークＦＵＧＡ　キマイラの王,３,アンティークＦＵＧＡ,児童書,児童文庫,児童文庫,フォア文庫,岩崎書店,あんびるやすこ,フォア文庫,247
4622,9784062854375,恐竜がくれた夏休み,,恐竜がくれた夏休み,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,はやみねかおる,講談社青い鳥文庫,191
