,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
66,9784591122310,229,白い本　待っている怪談,いる怪談,,白い本　待っている怪談,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,緑川聖司,ポプラポケット文庫
22,9784591119648,229,赤い本　終わらない怪談,いる怪談,,赤い本　終わらない怪談,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,緑川聖司,ポプラポケット文庫
325,9784001141344,230,小さい牛追い,さい,,小さい牛追い,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,ハムズン,岩波少年文庫
129,9784001145908,230,さいはての島へ　ゲド戦記３,さい,,さいはての島へ　ゲド戦記３,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,アーシュラ・Ｋ・ル・グウィン,岩波少年文庫
215,9784001140408,230,さいごの戦い,さい,,さいごの戦い,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,Ｃ・Ｓ・ルイス,岩波少年文庫
514,9784001140699,231,木はえらい,らい,,木はえらい,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,谷川俊太郎,岩波少年文庫
460,9784001141054,231,さすらいの孤児ラスムス,らい,,さすらいの孤児ラスムス,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,アストリッド・リンドグレーン,岩波少年文庫
439,9784591126882,232,小倉百人一首,小,,小倉百人一首,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,田辺聖子,ポプラポケット文庫
192,9784001141597,232,ふくろ小路一番地,小,,ふくろ小路一番地,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,イーヴ・ガーネット,岩波少年文庫
440,9784061499102,233,樋口一葉,,,樋口一葉,児童書,児童文庫,児童文庫,火の鳥文庫,講談社,真鍋和子,講談社火の鳥伝記文庫
507,9784591151648,234,花里小吹奏楽部　キミとボクの前奏曲－プレリュード－,花里小吹奏楽部　キミとボクの,,花里小吹奏楽部　キミとボクの前奏曲－プレリュード－,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,夕貴そら,ポプラポケット文庫
