,JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM,SERIESNM_shoshi,SERIESNM_sikiriban,SERIESNM_sosho,SERIESNM_sublabel,seriesnm_candidate_shoshi,seriesnm_candidate_sikiriban,seriesnm_candidate_sosho
0,9784023322226,徳川家康へタイムワープ　？！歴史漫画タイムワープシリーズ,,1076,16,71,5,91,書籍,児童書,学習百科,学習漫画,その他学習漫画,ＴＡＫ．Ｂｒｏ,2,朝日新聞出版,43376613,徳川家康へタイムワープ　？！歴史漫画タイムワープシリーズ,歴史人物ＢＯＯＫ,20221118,1515,歴史漫画タイムワープシリーズ,歴史漫画タイムワープシリーズ,歴史漫画タイムワープシリーズ,,,歴史漫画タイムワープシリーズ,歴史漫画タイムワープシリーズ,歴史漫画タイムワープシリーズ,ワクワク知育ＢＯＯＫ
1,9784023322141,トンネルのサバイバル,,1076,16,71,5,21,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,パク・ソンイ,2,朝日新聞出版,43366736,トンネルのサバイバル,かがくるＢＯＯＫ　科学漫画サバイバルシリーズ　８０,20221007,17125,科学漫画サバイバルシリーズ８０,サバイバルシリーズ,,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ
2,9784023322158,テーマパークのサバイバル,,1076,16,71,5,21,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,ポドアルチング,2,朝日新聞出版,43380283,テーマパークのサバイバル,かがくるＢＯＯＫ　科学漫画サバイバルシリーズ　８１,20221207,23076,科学漫画サバイバルシリーズ８１,サバイバルシリーズ,,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ
3,9784023333772,きらきら　ぴかぴか,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,瀧靖之,2,朝日新聞出版,43369774,きらきら　ぴかぴか,脳科学にもとづいた知育絵本,20221020,7306,脳科学にもとづいた知育絵本,脳科学にもとづいた知育絵本,,,脳科学にもとづいた知育絵本,脳科学にもとづいた知育絵本,,,脳科学にもとづいた知育絵本
4,9784023322080,実験対決　火山の対決　学校勝ちぬき戦　実験対決シリーズ　明日は実験王,４３,1076,16,71,5,21,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,ストーリーａ．,2,朝日新聞出版,42202145,実験対決,かがくるＢＯＯＫ,20221118,1000,,サバイバルシリーズ,,サバイバルシリーズ,かがくるＢＯＯＫ,,サバイバルシリーズ,サバイバルシリーズ,かがくるＢＯＯＫ
5,9784031271905,すうじのかくれんぼ,,1076,16,15,1,21,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,いしかわこうじ,3,偕成社,43370935,すうじのかくれんぼ,あっ！とおどろくしかけえほん,20221205,1172,,あっ！とおどろくしかけえほん,,,あっ！とおどろくしかけえほん,,,木村裕一しかけ絵本,あっ！とおどろくしかけえほん
6,9784041126547,どっちが強い！？Ａ　ロボットで入学試験！？,１,1076,16,71,5,31,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,スライウム,4,ＫＡＤＯＫＡＷＡ,43369333,どっちが強い！？Ａ,,20221116,3519,,どっちが強い！？シリーズ,,どっちが強い！？シリーズ,,,どっちが強い！？シリーズ,どっちが強い！？シリーズ,
7,9784041127742,どっちが強い！？ガチンコ動物オリンピック編　なんでもＮｏ．１決定戦,,1076,16,71,5,31,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,ブラックインクチーム,4,ＫＡＤＯＫＡＷＡ,43369402,どっちが強い！？ガチンコ動物オリンピック編　なんでもＮｏ．１決定戦,角川まんが学習シリーズ,20221130,9083,,どっちが強い！？シリーズ,,どっちが強い！？シリーズ,角川まんが学習シリーズ,,どっちが強い！？シリーズ,どっちが強い！？シリーズ,角川まんが学習シリーズ
8,9784041122914,どっちが強い！？　ピットブルｖｓオオヤマネコ　豪華客船でイヌネコ対決,,1076,16,71,5,31,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,ジノ,4,ＫＡＤＯＫＡＷＡ,43377192,どっちが強い！？　ピットブルｖｓオオヤマネコ　豪華客船でイヌネコ対決,角川まんが学習シリーズ,20221214,9239,,どっちが強い！？シリーズ,,どっちが強い！？シリーズ,角川まんが学習シリーズ,,どっちが強い！？シリーズ,どっちが強い！？シリーズ,角川まんが学習シリーズ
9,9784041126554,どっちが強い！？Ａ　無人島でロボバトル！,２,1076,16,71,5,31,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,レッドコード,4,ＫＡＤＯＫＡＷＡ,43369333,どっちが強い！？Ａ,,20221116,2906,,どっちが強い！？シリーズ,,どっちが強い！？シリーズ,,,どっちが強い！？シリーズ,どっちが強い！？シリーズ,
10,9784049146707,すみっコぐらしいっしょにクロスワード,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,キャラぱふぇ編集部,4,ＫＡＤＯＫＡＷＡ,43372072,すみっコぐらしいっしょにクロスワード,キャラぱふぇブックス,20221130,1755,,すみっコぐらし,すみっコぐらし,,キャラぱふぇブックス,,映画　すみっコぐらし,恐怖コレクター,キャラぱふぇブックス
11,9784052055966,正解のない問題集　道徳編,,1076,16,71,1,7,書籍,児童書,学習百科,学習百科,道徳・教養,池上彰,5,学研プラス,43369058,正解のない問題集　道徳編,新時代の教養,20221117,3281,新時代の教養,新時代の教養,,,新時代の教養,新時代の教養,中学ニューコース問題集,新時代の教養,新時代の教養
12,9784052055881,こどもずかん　のりもの７７７　英語つき　しゃしんバージョン,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,デイブ・テルキ,5,学研プラス,43369056,こどもずかん　のりもの７７７　英語つき　しゃしんバージョン,こどもずかん,20221125,5125,こどもずかん,こどもずかん,こどもずかん,,こどもずかん,こどもずかん,こどもずかん,音の出る知育絵本,こどもずかん
13,9784052056383,めくってばあ！,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,いりやまさとし,5,学研プラス,43369406,めくってばあ！,ＮＥＷぴよちゃんとあそぼ！,20221104,2288,ＮＥＷぴよちゃんとあそぼ！,ＮＥＷぴよちゃんとあそぼ！,,,ＮＥＷぴよちゃんとあそぼ！,ＮＥＷぴよちゃんとあそぼ！,めくって学べる,学研ファースト歴史百科,ＮＥＷぴよちゃんとあそぼ！
14,9784052056727,最強王キャラ図鑑,,1076,16,61,1,91,書籍,児童書,実用百科,実用百科,その他実用百科,国際最強王図鑑協会,5,学研プラス,43375608,最強王キャラ図鑑,最強王図鑑シリーズ,20221222,18450,最強王図鑑シリーズ,最強王図鑑シリーズ,,,最強王図鑑シリーズ,最強王図鑑シリーズ,キャラクターｄｅたのシール,学研ファースト歴史百科,最強王図鑑シリーズ
15,9784052056000,０さい〜３さい脳そだて　おさかなちゃんとあ〜そ〜ぼ！,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,茂木健一郎,5,学研プラス,43360343,０さい～３さい脳そだて　おさかなちゃんとあ～そ～ぼ！,,20221020,1083,おさかなちゃん,おさかなちゃん,おさかなちゃん,,,おさかなちゃん,おさかなちゃん,学研ファースト歴史百科,
16,9784046321954,四つ子ぐらし　プレゼントに思いをこめて,１３,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,ひのひまり,4,ＫＡＤＯＫＡＷＡ,43007684,四つ子ぐらし,角川つばさ文庫,20221109,19208,,四つ子ぐらし,四つ子ぐらし,,,,四つ子ぐらし,角川まんが学習シリーズ,角川まんが学習シリーズ
17,9784052055171,きょうりゅう,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,真鍋真,5,学研プラス,43369054,きょうりゅう,ひとりでよめるずかん,20221118,1179,ひとりでよめるずかん,ひとりでよめるずかん,,,ひとりでよめるずかん,ひとりでよめるずかん,学研のにんぎょうげきえほん,おはなし図鑑シリーズ,ひとりでよめるずかん
18,9784065301944,トミカライトペンでしらべろ！トミカのひみつだいずかん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372075,トミカライトペンでしらべろ！トミカのひみつだいずかん,講談社ＭＯＯＫ,20221212,1751,,講談社ＭＯＯＫ,トミカ,,講談社ＭＯＯＫ,,トミカ,講談社アニメ絵本,リカちゃん_講談社ＭＯＯＫ
19,9784053049247,マンガでわかる中学英語中１〜３,,1076,19,21,5,1,書籍,学習参考書,中学学参,基礎学習,基礎学習参考書,竹屋まり子,5,学研プラス,43222649,マンガでわかる中学英語中１～３,ＣＯＭＩＣ×ＳＴＵＤＹ,20221006,2553,ＣＯＭＩＣ×ＳＴＵＤＹ,ＣＯＭＩＣ×ＳＴＵＤＹ,,,ＣＯＭＩＣ×ＳＴＵＤＹ,ＣＯＭＩＣ×ＳＴＵＤＹ,中学生のための３行でわかるシリーズ,パーフェクトコース参考書,ＣＯＭＩＣ×ＳＴＵＤＹ
20,9784065264461,日本の歴史,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,西谷大,6,講談社,43358029,日本の歴史,講談社の動く図鑑ＭＯＶＥ,20221129,4178,,講談社の動く図鑑ＭＯＶＥ,,,講談社の動く図鑑ＭＯＶＥ,,２１世紀版少年少女日本文学館,講談社ポケット百科シリーズ,講談社の動く図鑑ＭＯＶＥ　ｍｉｎｉ
21,9784065290361,仮面ライダーギーツもじかずちえドリル,,1076,19,1,1,1,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,講談社,6,講談社,43357398,仮面ライダーギーツもじかずちえドリル,キャラクタードリルシリーズ,20221018,1335,,キャラクタードリルシリーズ,仮面ライダー,,キャラクタードリルシリーズ,,仮面ライダー,キャラクタードリルシリーズ,キャラクタードリルシリーズ
22,9784074523115,いきもののふしぎはっけん！３６６クイズ,,1076,16,71,1,407,書籍,児童書,学習百科,学習百科,理科　動物,主婦の友社,7,主婦の友社,43377197,いきもののふしぎはっけん！３６６クイズ,頭のいい子を育てる,20221117,1404,頭のいい子を育てる,頭のいい子を育てる,,,頭のいい子を育てる,頭のいい子を育てる,,,頭のいい子を育てるプチ
23,9784053056016,高校入試出るナビ英語,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,5,学研プラス,43360363,高校入試出るナビ英語,高校入試出るナビ,20221006,1237,高校入試　出るナビ,高校入試出るナビ,高校入試出るナビ,,高校入試出るナビ,,高校入試出るナビ,中学ニューコース問題集,高校入試出るナビ
24,9784065300985,あつまれ！　トミカ　いっぱいずかん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,6,講談社,43384012,あつまれ！　トミカ　いっぱいずかん,講談社ＭＯＯＫ,20221208,2372,,講談社ＭＯＯＫ,トミカ,,講談社ＭＯＯＫ,,トミカ,講談社アニメ絵本,リカちゃん_講談社ＭＯＯＫ
25,9784053056047,高校入試出るナビ理科,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,5,学研プラス,43360366,高校入試出るナビ理科,高校入試出るナビ,20221006,1301,高校入試　出るナビ,高校入試出るナビ,高校入試出るナビ,,高校入試出るナビ,,高校入試出るナビ,中学ニューコース問題集,高校入試出るナビ
26,9784053056054,高校入試出るナビ社会,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,5,学研プラス,43360367,高校入試出るナビ社会,高校入試出るナビ,20221006,1789,高校入試　出るナビ,高校入試出るナビ,高校入試出るナビ,,高校入試出るナビ,,高校入試出るナビ,中学ニューコース問題集,高校入試出るナビ
27,9784065293355,アナと雪の女王　アナ雪　きらきら　えほん文庫,,1076,16,21,1,5,書籍,児童書,キャラクター絵本,キャラクター絵本,ディズニー,講談社,6,講談社,43362343,アナと雪の女王　アナ雪　きらきら　えほん文庫,ディズニーえほん文庫,20221027,1019,,ディズニーえほん文庫,アナと雪の女王,ディズニー,ディズニー,,アナと雪の女王,ディズニー_ＦＩＮＤ　ＢＯＯＫ,ディズニーえほん文庫
28,9784074525584,ジブリの食卓となりのトトロ,,1076,16,61,1,41,書籍,児童書,実用百科,実用百科,料理,スタジオジブリ,7,主婦の友社,43364239,ジブリの食卓となりのトトロ,子どもりょうり絵本,20221004,1019,,子どもりょうり絵本,,,子どもりょうり絵本,,,,子どもりょうり絵本
29,9784091125972,それいけ！アンパンマン　シールいっぱい！　たべものこれなあにブック,,1076,16,35,1,1,書籍,児童書,絵本塔,絵本塔,小学館,やなせたかし,9,小学館,43377198,それいけ！アンパンマン　シールいっぱい！　たべものこれなあにブック,小学館のカラーワイド,20221124,1741,カラーワイド,アンパンマン_小学館のカラーワイド,アンパンマン,,カラーワイド,カラーワイド,アンパンマン_ひらめき★シールえほん,小学館の図鑑ＮＥＯのクラフトぶっく,シルバニア_小学館のカラーワイド
30,9784065300992,全ウルトラマン　パーフェクト大図鑑　増補改訂,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43385230,全ウルトラマン　パーフェクト大図鑑　増補改訂,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221215,2232,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,ウルトラマン,,講談社ＭＯＯＫ,,ティガ・ダイナ＆ウルトラマンガイア,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ
31,9784065294994,はってはがせる！仮面ライダーギーツ超シールバトルロイヤル！,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43357380,はってはがせる！仮面ライダーギーツ超シールバトルロイヤル！,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221024,1763,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,仮面ライダー,,講談社ＭＯＯＫ,,仮面ライダー,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ
32,9784065301197,ウルトラライトペンでちょうさせよ！ウルトラヒーロー＆かいじゅうひみつバトルだいず,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372550,ウルトラライトペンでちょうさせよ！ウルトラヒーロー＆かいじゅうひみつバトルだいず,おと幼ムック,20221212,2198,,おと幼ムック,,,おと幼ムック,,ティガ・ダイナ＆ウルトラマンガイア,講談社アニメ絵本,おと幼ムック
33,9784053056061,高校入試出るナビ５科　改訂版,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,学研プラス,5,学研プラス,43360368,高校入試出るナビ５科　改訂版,高校入試出るナビ,20221027,4077,高校入試　出るナビ,高校入試出るナビ,高校入試出るナビ,,高校入試出るナビ,,高校入試出るナビ,中学ニューコース問題集,高校入試出るナビ
34,9784057508320,キャンディねんどでつくる　つやぷるアクセサリー,,1076,16,61,1,43,書籍,児童書,実用百科,実用百科,おしゃれ,ｓａｒｉｃｏ,5,学研プラス,43369072,キャンディねんどでつくる　つやぷるアクセサリー,［バラエティ］　ガールズクラフト,20221115,1838,ガールズクラフト,ガールズクラフト,,,ガールズクラフト,ガールズクラフト,学習ふせんシリーズ,,ガールズクラフト
35,9784065304358,全仮面ライダー　パーフェクト大図鑑　増補改訂,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,6,講談社,43374260,全仮面ライダー　パーフェクト大図鑑　増補改訂,講談社ＭＯＯＫ　テレビマガジンデラックス　２５２,20221223,1363,,講談社ＭＯＯＫ　テレビマガジンデラックス　２５２,仮面ライダー,,講談社ＭＯＯＫ,,仮面ライダー,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンデラックス　２５２
36,9784065291702,仮面ライダーギーツとあそぼう！,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372549,仮面ライダーギーツとあそぼう！,,20221025,10296,,仮面ライダー,仮面ライダー,,,,仮面ライダー,講談社アニメ絵本,
37,9784065301036,仮面ライダーギーツとあそぼう！　レジェンド,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43379298,仮面ライダーギーツとあそぼう！　レジェンド,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221215,6903,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,仮面ライダー,,講談社ＭＯＯＫ,,仮面ライダー,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ
38,9784091066275,ピカチュウとあそぼ！　ピカチュウのだいぼうけん　ポケモンおはなし＆おあそびブック,,1076,16,35,1,1,書籍,児童書,絵本塔,絵本塔,小学館,よしのえみこ,9,小学館,43372077,ピカチュウとあそぼ！　ピカチュウのだいぼうけん　ポケモンおはなし＆おあそびブック,ワンダーライフスペシャル,20221024,1568,ワンダーライフスペシャル,ワンダーライフスペシャル,,,ワンダーライフスペシャル,ワンダーライフスペシャル,ピカチュウ_小学館のテレビ絵本,小学館の図鑑ＮＥＯのクラフトぶっく,ワンダーライフスペシャル
39,9784092175143,乗りもの　新版　鉄道・自動車・飛行機・船,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,長根広和,9,小学館,43374262,乗りもの　新版　鉄道・自動車・飛行機・船,小学館の図鑑ＮＥＯ,20221129,9960,小学館の図鑑NEO,小学館の図鑑ＮＥＯ,,,小学館の図鑑ＮＥＯ,,めくってものしり絵本,観てわかるシリーズ,小学館の図鑑ＮＥＯのクラフトぶっく
40,9784097251743,チャレンジミッケ！　ポケット版　サンタクロース,４,1076,16,7,4,31,書籍,児童書,絵本,さがしもの絵本,ミッケ,ウォルター・ウィック,9,小学館,43341242,チャレンジミッケ！　ポケット版,,20221129,1065,,ミッケ,ミッケ,ミッケ,,,ポケットモンスター_翻訳創作絵本シリーズ,ミッケ,
41,9784097355984,星のカービィ　ディスカバリー　ほおばれ！シールブック,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ワープスター,9,小学館,43372078,星のカービィ　ディスカバリー　ほおばれ！シールブック,まるごとシールブックＤＸ,20221026,2574,まるごとシールブック,まるごとシールブックＤＸ,星のカービィ,,まるごとシールブック,まるごとシールブック,名探偵コナン_まるごとシールブック,ピーターラビット,まるごとシールブックＤＸ
42,9784092592094,ドラえもん探究ワールド　本の歴史と未来,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄,9,小学館,43370509,ドラえもん探究ワールド　本の歴史と未来,ビッグ・コロタン,20221116,3018,ビッグ･コロタン,ビッグコロタン,ドラえもん,ドラえもん,,,ドラえもん_アニメ超ひゃっか,ドラえもんの学習シリ－ズ,ビッグコロタン
43,9784092536418,マインクラフト　公式ドリル　さんすう　ステップ２　７ー８才におすすめ　マイクラで楽しく理数系センスを身につける！,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,夏坂哲志,9,小学館,43368533,マインクラフト　公式ドリル　さんすう　ステップ２　７ー８才におすすめ　マイクラで楽しく理数系センスを身につける！,知育ドリル,20221013,3870,知育ドリル,知育ドリル,マインクラフト,,知育ドリル,知育ドリル,マインクラフト,ドラえもん_知育ドリル,ドラえもん_知育ドリル
44,9784092592117,ドラえもん探究ワールド　ねむりと夢のふしぎ,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄,9,小学館,43383706,ドラえもん探究ワールド　ねむりと夢のふしぎ,ビッグ・コロタン,20221207,4395,ビッグ･コロタン,ビッグコロタン,ドラえもん,ドラえもん,,,ドラえもん_アニメ超ひゃっか,ドラえもんの学習シリ－ズ,ビッグコロタン
45,9784198655471,スタジオジブリのヒロインがいっぱい,,1076,16,21,1,35,書籍,児童書,キャラクター絵本,キャラクター絵本,ジブリ,スタジオジブリ,19,徳間書店,43359658,スタジオジブリのヒロインがいっぱい,徳間アニメ絵本ミニ,20221015,1194,,ジブリ,ジブリ,ジブリ,徳間アニメ絵本,,ジブリ,ジブリ,徳間アニメ絵本
46,9784097353492,ワンワンの　パンやさん,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ＮＨＫエデュケーショナル,9,小学館,43380286,ワンワンの　パンやさん,ゆびにんぎょうえほん　いないいないばあっ！,20221207,1778,,ゆびにんぎょうえほん　いないいないばあっ！,,,いないいないばあっ！,,アンデルセンの絵本,ピーターラビット,ゆびにんぎょうえほん　いないいないばあっ！
47,9784092592100,ドラえもん科学ワールドｓｐｅｃｉａｌ　みんなのためのデジタル入門,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄,9,小学館,43363325,ドラえもん科学ワールドｓｐｅｃｉａｌ　みんなのためのデジタル入門,ビッグ・コロタン,20221116,6128,ビッグ･コロタン,ビッグコロタン,ドラえもん,ドラえもん,,,ドラえもん_アニメ超ひゃっか,ドラえもんの学習シリ－ズ,ビッグコロタン
48,9784097251897,ピタゴラじゃんけん装置ＱＲブック　ピタの巻,,1076,16,61,1,61,書籍,児童書,実用百科,実用百科,工作,ＮＨＫエデュケーショナル,9,小学館,43374263,ピタゴラじゃんけん装置ＱＲブック　ピタの巻,ピタゴラＢＯＯＫ,20221026,3049,,ピタゴラＢＯＯＫ,,,ピタゴラＢＯＯＫ,,ピタゴラＢＯＯＫ,,ピタゴラＢＯＯＫ
49,9784097353485,ぷしゅぷしゅの　こんにちは！,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,テレビ東京,9,小学館,43380285,ぷしゅぷしゅの　こんにちは！,ゆびにんぎょうえほん　シナぷしゅ,20221207,2586,,シナぷしゅ,,,シナぷしゅ,,シナぷしゅ,ピーターラビット,ゆびにんぎょうえほん　いないいないばあっ！
50,9784092989313,小学館版学習まんが日本の歴史（全２０巻セット）,,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,小学館,9,小学館,43351790,小学館版学習まんが日本の歴史（全２０巻セット）,小学館学習まんがシリーズ,20221201,2211,小学館 学習まんがシリーズ,小学館学習まんがシリーズ,小学館版学習まんが,,小学館学習まんがシリーズ,小学館 学習まんがシリーズ,小学館版学習まんが人物館,日本名作おはなし絵本,小学館学習まんがシリーズ
51,9784097504368,てれびくん超ひゃっかシリーズ　ウルトラマンデッカー　デッカー＆ヒーローバトルずかん,,1076,16,21,1,41,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒーロー,間宮尚彦,9,小学館,43378663,てれびくん超ひゃっかシリーズ　ウルトラマンデッカー　デッカー＆ヒーローバトルずかん,超ひゃっか,20221116,1405,超ひゃっか,超ひゃっか,てれびくん超ひゃっかシリーズ,,超ひゃっか,超ひゃっか,てれびくん超ひゃっかシリーズ,トロールズ,てれびくん超ひゃっかシリーズ
52,9784092536425,マインクラフト　公式ドリル　さんすう　ステップ１　６ー７才におすすめ　マイクラで楽しく理数系センスを身につける！,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,夏坂哲志,9,小学館,43368534,マインクラフト　公式ドリル　さんすう　ステップ１　６ー７才におすすめ　マイクラで楽しく理数系センスを身につける！,知育ドリル,20221013,5279,知育ドリル,知育ドリル,マインクラフト,,知育ドリル,知育ドリル,マインクラフト,ドラえもん_知育ドリル,ドラえもん_知育ドリル
53,9784092984011,日本の歴史　日本文化のあけぼの　旧石器〜縄文〜弥生〜古墳時代,１,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,山川出版社,9,小学館,43381698,小学館版学習まんが　日本の歴史,小学館学習まんがシリーズ,20221201,1176,小学館 学習まんがシリーズ,小学館学習まんがシリーズ,,,小学館学習まんがシリーズ,小学館 学習まんがシリーズ,日本名作おはなし絵本,日本名作おはなし絵本,小学館学習まんがシリーズ
54,9784097251903,ピタゴラじゃんけん装置ＱＲブック　ゴラの巻,,1076,16,61,1,61,書籍,児童書,実用百科,実用百科,工作,ＮＨＫエデュケーショナル,9,小学館,43374264,ピタゴラじゃんけん装置ＱＲブック　ゴラの巻,ピタゴラＢＯＯＫ,20221026,2157,,ピタゴラＢＯＯＫ,,,ピタゴラＢＯＯＫ,,ピタゴラＢＯＯＫ,,ピタゴラＢＯＯＫ
55,9784494003808,みかんくんがね・・,,1076,16,11,3,5,書籍,児童書,幼児絵本,知育絵本,たべもの絵本,とよたかずひこ,494,童心社,43365481,みかんくんがね・・,おいしいともだち,20221014,1511,おいしいともだち,おいしいともだち,,,おいしいともだち,おいしいともだち,くれよんのくろくん,ピーマン村の絵本たち,おいしいともだち
56,9784415332161,のりものずかん,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,成美堂出版編集部,415,成美堂出版,43378668,のりものずかん,じぶんでよめる,20221110,2524,,じぶんでよめる,,,じぶんでよめる,,のりもの写真えほん,音と光のでる絵本,じぶんでよめる
57,9784522439999,１０才からの勉強が得意になる方法,,1076,16,71,1,8,書籍,児童書,学習百科,学習百科,その他教科,葉一,522,永岡書店,43365870,１０才からの勉強が得意になる方法,大人だって本当は知らない,20221011,1196,,大人だって本当は知らない,,,大人だって本当は知らない,,,,大人だって本当は知らない
58,9784325253600,福岡大学（医学部医学科を除くー一般選抜前期日程）２０２３,,1076,19,31,61,11,書籍,学習参考書,高校学参,大学受験,大学別赤本,教学社編集部,325,教学社,43371510,福岡大学（医学部医学科を除くー一般選抜前期日程）２０２３,大学入試シリーズ,20221012,1201,2023年版大学入試シリーズ,大学入試シリーズ,,,大学入試シリーズ,大学入試シリーズ,２０２３年版大学入試シリーズ,赤本プラス,大学入試シリーズ
59,9784325251255,東海大学（医学部医学科を除くー一般選抜）　２０２３,,1076,19,31,61,11,書籍,学習参考書,高校学参,大学受験,大学別赤本,教学社編集部,325,教学社,43367832,東海大学（医学部医学科を除くー一般選抜）　２０２３,大学入試シリーズ,20221006,1023,2023年版大学入試シリーズ,大学入試シリーズ,,,大学入試シリーズ,大学入試シリーズ,２０２３年版大学入試シリーズ,赤本プラス,大学入試シリーズ
60,9784415332178,でんしゃずかん,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,成美堂出版編集部,415,成美堂出版,43378669,でんしゃずかん,じぶんでよめる,20221110,2424,,じぶんでよめる,,,じぶんでよめる,,こんちゅうずかん,音と光のでる絵本,じぶんでよめる
61,9784325251002,専修大学（学部個別入試）　２０２３,,1076,19,31,61,11,書籍,学習参考書,高校学参,大学受験,大学別赤本,教学社編集部,325,教学社,43367829,専修大学（学部個別入試）　２０２３,大学入試シリーズ,20221006,1656,2023年版大学入試シリーズ,大学入試シリーズ,,,大学入試シリーズ,大学入試シリーズ,２０２３年版大学入試シリーズ,赤本プラス,大学入試シリーズ
62,9784522803134,ごはんもぐもぐいただきま〜す！　とびだすえほん,,1076,16,15,1,21,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,さくらいひろし,522,永岡書店,43365871,ごはんもぐもぐいただきま～す！　とびだすえほん,,20221011,1505,,とびだすえほん,とびだすえほん,,,,とびだすえほん,親子で楽しむしかけえほん,
